Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Night_Usage,Social_to_Edu_Ratio,Gaming_to_Social_Ratio,Weekend_Overuse,Phone_Obsessiveness,Sleep_Deficit,Usage_Bin,Usage_Group,Anxiety_Class,Depression_Class,Anxiety_Level_Class,Depression_Level_Class
15,2,3,3.5,6.5,82,2,2.4,1,2,3,0,0.3,53,17,1.3,2.1,0.6,4,4,1.6,8.1,3.2,1.4374999999999998,1.347826086956522,-1.9,2.9444444444444446,1.5,"(2, 4]",2–4,0,0,0,0
15,1,2,5.1,6.6,98,7,1.0,9,7,1,0,0.9,92,11,2.9,1.3,1.2,1,7,5.4,10.0,4.199999999999999,1.7727272727272725,0.5897435897435898,0.3000000000000007,7.666666666666667,1.4000000000000004,"(4, 6]",4–6,1,1,1,1
14,1,0,0.0,4.0,84,5,1.5,10,4,3,0,0.7,20,5,2.9,1.4,0.5,3,5,4.2,3.7,-0.7,2.6,0.6153846153846154,4.2,3.3333333333333335,4.0,,,1,0,1,0
18,1,5,4.0,9.5,90,4,1.8,7,1,8,1,1.9,99,5,2.8,2.1,0.6,0,1,4.2,7.1,2.1,2.3749999999999996,0.8157894736842106,0.20000000000000018,16.5,-1.5,"(2, 4]",2–4,1,0,1,0
19,2,3,7.0,4.8,57,7,1.3,3,8,2,0,0.9,82,19,2.5,0.4,0.0,0,7,6.6,10.0,6.1,3.5,0.39999999999999997,-0.40000000000000036,4.1,3.2,"(6, 8]",6–8,0,1,0,1
14,1,1,3.5,6.7,76,6,1.1,9,4,7,0,0.7,107,15,2.3,1.8,1.6,2,3,3.9,9.4,2.8,1.2692307692307692,0.8484848484848485,0.3999999999999999,6.6875,1.2999999999999998,"(2, 4]",2–4,1,0,1,0
19,0,5,4.3,6.8,67,8,1.8,3,7,5,1,1.3,129,12,1.8,1.1,1.4,1,4,4.7,8.8,3.0,1.1666666666666667,0.7500000000000001,0.40000000000000036,9.923076923076923,1.2000000000000002,"(4, 6]",4–6,0,1,0,1
17,0,0,3.7,5.5,84,1,0.5,10,5,6,0,0.8,98,6,3.0,0.9,1.3,4,3,4.5,8.0,2.9000000000000004,1.7391304347826089,0.475,0.7999999999999998,14.0,2.5,"(2, 4]",2–4,1,0,1,0
19,2,2,7.4,4.3,86,2,0.0,9,10,7,0,0.6,73,15,3.3,3.3,1.9,3,7,8.1,10.0,6.800000000000001,1.4827586206896552,1.0,0.6999999999999993,4.5625,3.7,"(6, 8]",6–8,1,1,1,1
17,0,5,4.0,7.5,54,9,1.2,6,6,8,1,1.3,130,11,3.1,2.8,1.4,1,10,10.8,10.0,2.7,1.7083333333333333,0.926829268292683,6.800000000000001,10.833333333333334,0.5,"(2, 4]",2–4,1,1,1,1
16,2,0,3.8,6.4,86,9,0.0,9,9,5,0,0.4,20,20,2.6,1.5,1.9,0,1,2.5,9.1,3.4,1.2413793103448276,0.6944444444444444,-1.2999999999999998,0.9523809523809523,1.5999999999999996,"(2, 4]",2–4,1,1,1,1
18,2,1,5.7,4.0,68,3,0.0,7,9,10,1,0.3,149,8,4.6,1.6,0.8,4,6,4.7,10.0,5.4,3.1111111111111107,0.46428571428571436,-1.0,16.555555555555557,4.0,"(4, 6]",4–6,1,1,1,1
13,2,3,3.9,7.8,72,10,1.8,5,7,1,0,1.5,145,20,1.4,1.5,0.6,0,4,10.5,9.8,2.4,1.4999999999999998,1.0416666666666667,6.6,6.904761904761905,0.20000000000000018,"(2, 4]",2–4,0,1,0,1
15,1,2,5.9,7.1,86,9,0.6,8,4,6,1,0.4,61,10,0.7,1.9,1.6,4,7,4.5,8.2,5.5,0.6538461538461539,1.7058823529411764,-1.4000000000000004,5.545454545454546,0.9000000000000004,"(4, 6]",4–6,1,0,1,0
13,1,5,3.2,7.0,100,3,0.6,5,8,5,1,0.5,35,11,2.2,1.6,0.7,0,1,8.3,6.4,2.7,1.8823529411764708,0.8125,5.1000000000000005,2.9166666666666665,1.0,"(2, 4]",2–4,0,1,0,1
18,2,0,4.3,5.9,62,4,0.6,1,6,3,0,1.9,144,11,0.4,1.8,1.6,4,1,10.2,8.6,2.4,0.5384615384615384,2.0,5.8999999999999995,12.0,2.0999999999999996,"(4, 6]",4–6,0,1,0,1
14,0,3,5.4,5.1,92,1,0.0,1,4,1,1,0.9,146,8,3.1,1.7,1.4,3,10,3.8,10.0,4.5,1.7083333333333333,0.6585365853658538,-1.6000000000000005,16.22222222222222,2.9000000000000004,"(4, 6]",4–6,0,0,0,0
19,1,2,6.2,6.1,88,6,1.9,6,10,5,1,0.9,86,18,3.8,0.4,0.8,0,9,5.3,10.0,5.3,2.6666666666666665,0.2916666666666667,-0.9000000000000004,4.526315789473684,1.9000000000000004,"(6, 8]",6–8,1,1,1,1
14,2,3,2.4,7.9,69,6,1.2,7,7,8,1,0.4,68,8,1.6,0.1,1.3,4,5,4.0,3.1,2.0,1.1304347826086958,0.4230769230769231,1.6,7.555555555555555,0.09999999999999964,"(2, 4]",2–4,1,1,1,1
16,0,0,3.3,6.8,95,10,1.3,2,9,4,1,0.8,129,9,4.3,2.5,0.2,1,10,5.4,10.0,2.5,4.416666666666667,0.6603773584905661,2.1000000000000005,12.9,1.2000000000000002,"(2, 4]",2–4,0,1,0,1
14,1,4,8.1,9.3,54,3,0.3,7,1,9,1,1.6,118,20,2.9,1.4,1.4,3,1,6.5,10.0,6.5,1.625,0.6153846153846154,-1.5999999999999996,5.619047619047619,-1.3000000000000007,"(8, 10]",8–10,1,0,1,0
13,0,3,5.9,7.3,68,0,0.2,1,3,6,0,1.8,64,15,4.3,1.2,2.0,1,4,10.5,10.0,4.1000000000000005,1.7666666666666666,0.4150943396226416,4.6,4.0,0.7000000000000002,"(4, 6]",4–6,0,0,0,0
17,2,5,4.1,7.3,93,7,0.7,9,5,3,0,2.0,118,9,3.5,0.7,0.5,0,10,5.1,8.8,2.0999999999999996,3.0,0.37777777777777777,1.0,11.8,0.7000000000000002,"(4, 6]",4–6,1,0,1,0
17,0,2,5.8,4.0,67,3,1.8,3,2,5,1,0.0,141,12,2.7,0.6,0.7,4,1,6.4,10.0,5.8,2.1764705882352944,0.43243243243243246,0.6000000000000005,10.846153846153847,4.0,"(4, 6]",4–6,0,0,0,0
16,1,5,3.8,5.7,58,10,0.7,1,6,5,0,1.3,70,19,1.3,2.5,1.2,0,6,6.5,10.0,2.5,1.0454545454545452,1.5217391304347827,2.7,3.5,2.3,"(2, 4]",2–4,0,1,0,1
18,1,3,6.0,9.5,95,3,1.6,1,5,5,1,0.0,22,16,3.3,1.4,0.4,4,1,7.3,9.6,6.0,3.0714285714285716,0.5581395348837209,1.2999999999999998,1.2941176470588236,-1.5,"(4, 6]",4–6,0,0,0,0
16,2,3,3.9,6.5,70,0,0.7,9,1,1,0,1.3,74,6,2.5,1.7,0.4,3,1,8.1,7.5,2.5999999999999996,2.5,0.7714285714285715,4.199999999999999,10.571428571428571,1.5,"(2, 4]",2–4,1,0,1,0
16,0,1,7.0,7.0,98,3,1.3,2,3,10,1,1.4,29,17,3.8,2.0,0.9,4,6,8.1,10.0,5.6,2.526315789473684,0.625,1.0999999999999996,1.6111111111111112,1.0,"(6, 8]",6–8,0,0,0,0
18,1,2,8.1,5.0,58,2,0.9,2,3,5,0,1.6,30,15,3.5,1.6,0.8,2,6,5.1,10.0,6.5,2.5,0.5777777777777778,-3.0,1.875,3.0,"(8, 10]",8–10,0,0,0,0
15,1,2,3.2,8.7,58,4,0.6,8,3,4,1,1.4,26,20,3.4,2.1,0.5,1,5,7.7,8.9,1.8000000000000003,2.9333333333333336,0.7045454545454545,4.5,1.2380952380952381,-0.6999999999999993,"(2, 4]",2–4,1,0,1,0
15,0,0,7.3,6.9,50,1,1.1,10,10,1,0,0.3,130,17,3.7,1.6,0.1,1,9,8.3,10.0,7.0,4.2727272727272725,0.5531914893617021,1.0000000000000009,7.222222222222222,1.0999999999999996,"(6, 8]",6–8,1,1,1,1
15,2,4,6.2,6.8,99,8,0.0,10,1,6,0,0.7,102,8,1.8,1.6,2.3,4,10,3.9,9.8,5.5,0.8484848484848485,0.9285714285714287,-2.3000000000000003,11.333333333333334,1.2000000000000002,"(6, 8]",6–8,1,0,1,0
18,0,0,5.2,9.2,72,6,1.4,5,5,9,0,1.4,45,14,2.9,0.8,1.7,0,3,8.6,8.0,3.8000000000000003,1.4444444444444444,0.46153846153846156,3.3999999999999995,3.0,-1.1999999999999993,"(4, 6]",4–6,0,0,0,0
18,0,0,4.3,9.0,58,0,0.8,7,3,3,1,1.1,70,20,1.7,0.3,1.1,0,3,7.1,7.2,3.1999999999999997,1.2857142857142858,0.48148148148148145,2.8,3.3333333333333335,-1.0,"(4, 6]",4–6,1,0,1,0
17,0,5,8.3,6.8,83,8,0.5,5,8,1,0,0.8,35,15,1.1,1.7,1.1,2,3,4.9,10.0,7.500000000000001,1.0,1.2857142857142858,-3.4000000000000004,2.1875,1.2000000000000002,"(8, 10]",8–10,0,1,0,1
18,1,2,4.5,3.0,67,2,3.6,2,5,10,0,0.5,129,8,2.5,1.5,0.4,3,2,7.2,10.0,4.0,2.5,0.7142857142857143,2.7,14.333333333333334,5.0,"(4, 6]",4–6,0,0,0,0
16,0,0,5.4,9.8,85,1,0.2,8,7,6,1,0.9,20,18,3.2,0.6,1.0,2,7,5.2,8.3,4.5,2.1,0.38095238095238093,-0.20000000000000018,1.0526315789473684,-1.8000000000000007,"(4, 6]",4–6,1,1,1,1
13,1,4,3.6,6.8,50,1,0.1,9,1,6,1,0.0,40,20,2.4,4.0,1.4,3,2,5.3,10.0,3.6,1.4166666666666667,1.4705882352941178,1.6999999999999997,1.9047619047619047,1.2000000000000002,"(2, 4]",2–4,1,0,1,0
13,2,3,3.0,10.0,84,3,1.9,8,2,3,1,1.4,119,19,2.6,0.5,1.1,1,8,9.5,7.3,1.6,1.7142857142857142,0.41666666666666663,6.5,5.95,-2.0,"(2, 4]",2–4,1,0,1,0
17,1,5,5.8,6.0,53,0,1.7,9,5,6,1,1.0,125,14,5.0,2.5,0.5,0,2,5.3,10.0,4.8,4.0,0.5833333333333334,-0.5,8.333333333333334,2.0,"(4, 6]",4–6,1,0,1,0
18,0,4,4.1,6.7,56,5,0.8,2,9,7,0,1.0,121,12,4.9,4.0,1.2,2,6,7.2,10.0,3.0999999999999996,2.6818181818181817,0.847457627118644,3.1000000000000005,9.307692307692308,1.2999999999999998,"(4, 6]",4–6,0,1,0,1
19,2,4,2.2,7.4,56,8,0.4,10,7,3,0,0.5,58,14,1.4,1.7,0.9,2,9,6.1,5.6,1.7000000000000002,1.263157894736842,1.1250000000000002,3.8999999999999995,3.8666666666666667,0.5999999999999996,"(2, 4]",2–4,1,1,1,1
14,1,4,5.3,6.1,90,2,1.3,6,8,4,1,0.1,141,12,2.0,3.1,1.7,2,6,5.5,10.0,5.2,1.111111111111111,1.3666666666666665,0.20000000000000018,10.846153846153847,1.9000000000000004,"(4, 6]",4–6,1,1,1,1
13,2,0,1.1,7.7,52,7,1.1,4,6,4,1,1.4,89,19,0.9,2.5,1.1,2,3,6.3,6.2,-0.2999999999999998,0.9047619047619047,1.842105263157895,5.199999999999999,4.45,0.2999999999999998,"(0, 2]",0–2,0,1,0,1
13,2,3,5.6,6.8,78,2,0.0,10,3,5,0,1.3,125,11,1.3,1.7,1.1,2,3,8.4,9.9,4.3,1.0952380952380951,1.173913043478261,2.8000000000000007,10.416666666666666,1.2000000000000002,"(4, 6]",4–6,1,0,1,0
15,0,2,2.6,4.7,86,7,1.6,6,9,1,0,0.6,145,15,3.8,2.2,1.0,0,2,6.4,10.0,2.0,2.4,0.6666666666666667,3.8000000000000003,9.0625,3.3,"(2, 4]",2–4,1,1,1,1
16,2,3,5.1,3.3,69,4,0.8,9,8,2,1,1.5,65,15,2.7,2.6,1.9,4,9,2.8,10.0,3.5999999999999996,1.2758620689655173,0.9729729729729729,-2.3,4.0625,4.7,"(4, 6]",4–6,1,1,1,1
16,0,3,6.3,5.7,55,10,1.5,2,7,3,1,0.3,61,7,3.1,0.0,1.9,2,2,5.2,9.2,6.0,1.4137931034482758,0.24390243902439027,-1.0999999999999996,7.625,2.3,"(6, 8]",6–8,0,1,0,1
18,1,0,6.5,5.5,64,5,0.0,6,10,5,1,0.0,67,14,2.4,0.3,0.6,1,5,4.7,10.0,6.5,2.125,0.3823529411764706,-1.7999999999999998,4.466666666666667,2.5,"(6, 8]",6–8,1,1,1,1
13,0,5,6.0,6.4,89,6,2.1,8,9,3,1,1.0,96,9,0.5,0.8,2.3,4,8,5.4,7.8,5.0,0.4545454545454546,1.2,-0.5999999999999996,9.6,1.5999999999999996,"(4, 6]",4–6,1,1,1,1
16,0,3,7.9,5.2,84,9,0.3,3,7,3,0,0.5,108,12,3.0,2.1,1.5,4,3,3.3,10.0,7.4,1.6,0.775,-4.6000000000000005,8.307692307692308,2.8,"(6, 8]",6–8,0,1,0,1
15,1,3,7.7,5.8,86,8,1.4,7,8,7,0,1.3,76,11,2.9,3.7,1.2,0,5,8.6,10.0,6.4,1.7727272727272725,1.2051282051282053,0.8999999999999995,6.333333333333333,2.2,"(6, 8]",6–8,1,1,1,1
17,1,1,6.2,7.3,65,5,0.8,2,10,7,1,0.7,41,7,2.8,2.3,0.2,2,2,6.6,9.9,5.5,3.1666666666666665,0.868421052631579,0.39999999999999947,5.125,0.7000000000000002,"(6, 8]",6–8,0,1,0,1
19,2,5,2.3,8.5,93,10,1.0,10,2,1,1,0.9,90,12,1.9,1.6,0.0,0,8,6.1,5.8,1.4,2.9,0.896551724137931,3.8,6.923076923076923,-0.5,"(2, 4]",2–4,1,0,1,0
13,2,1,5.2,8.5,82,5,1.1,3,1,8,1,0.0,58,15,2.0,3.1,1.4,1,6,8.6,10.0,5.2,1.25,1.3666666666666665,3.3999999999999995,3.625,-0.5,"(4, 6]",4–6,0,0,0,0
13,2,0,8.7,6.6,54,7,2.6,5,7,3,0,2.0,89,17,1.8,2.6,1.2,2,7,1.3,10.0,6.699999999999999,1.2727272727272725,1.2857142857142858,-7.3999999999999995,4.944444444444445,1.4000000000000004,"(8, 10]",8–10,0,1,0,1
16,2,4,3.9,5.9,95,0,0.0,7,3,9,1,1.4,69,6,1.5,2.3,2.6,4,7,5.5,7.3,2.5,0.6944444444444444,1.3199999999999998,1.6,9.857142857142858,2.0999999999999996,"(2, 4]",2–4,1,0,1,0
15,1,5,4.0,9.5,58,10,1.0,7,4,9,1,0.7,31,12,2.1,2.9,1.0,2,9,10.3,7.3,3.3,1.55,1.2580645161290323,6.300000000000001,2.3846153846153846,-1.5,"(2, 4]",2–4,1,0,1,0
17,2,0,4.5,5.1,95,6,0.2,9,5,10,0,1.0,20,19,2.7,0.9,1.2,2,4,4.0,9.8,3.5,1.6818181818181817,0.5135135135135135,-0.5,1.0,2.9000000000000004,"(4, 6]",4–6,1,0,1,0
14,0,5,6.6,6.2,92,6,0.8,7,2,2,0,0.9,106,13,3.2,0.1,0.0,1,4,3.8,10.0,5.699999999999999,4.2,0.2619047619047619,-2.8,7.571428571428571,1.7999999999999998,"(6, 8]",6–8,1,0,1,0
14,2,2,7.5,5.3,86,1,0.5,9,3,3,0,1.5,135,6,2.5,0.0,0.2,3,7,5.4,10.0,6.0,2.916666666666667,0.2857142857142857,-2.0999999999999996,19.285714285714285,2.7,"(6, 8]",6–8,1,0,1,0
18,1,2,3.9,8.2,97,8,0.3,2,4,7,1,0.5,35,19,2.1,0.0,1.0,0,4,7.1,6.4,3.4,1.55,0.3225806451612903,3.1999999999999997,1.75,-0.1999999999999993,"(2, 4]",2–4,0,0,0,0
15,2,2,5.1,5.8,100,10,1.8,2,10,6,1,0.0,123,20,1.8,2.5,0.6,4,10,6.5,10.0,5.1,1.7499999999999998,1.25,1.4000000000000004,5.857142857142857,2.2,"(4, 6]",4–6,0,1,0,1
13,1,5,0.6,9.9,68,4,1.5,1,1,8,1,0.6,82,19,1.4,1.5,0.7,0,7,6.2,4.0,0.0,1.411764705882353,1.0416666666666667,5.6000000000000005,4.1,-1.9000000000000004,"(0, 2]",0–2,0,0,0,0
19,1,1,4.0,3.8,92,2,1.0,8,4,6,1,1.8,123,7,4.2,2.6,1.1,1,5,2.7,10.0,2.2,2.4761904761904763,0.6923076923076923,-1.2999999999999998,15.375,4.2,"(2, 4]",2–4,1,0,1,0
19,2,5,4.2,6.4,84,6,1.4,4,8,10,0,1.1,86,5,2.1,0.0,1.0,4,3,3.7,5.8,3.1,1.55,0.3225806451612903,-0.5,14.333333333333334,1.5999999999999996,"(4, 6]",4–6,0,1,0,1
16,1,5,7.1,4.6,72,8,0.0,6,2,7,0,0.6,109,18,3.1,1.5,1.4,1,1,5.6,10.0,6.5,1.7083333333333333,0.6097560975609757,-1.5,5.7368421052631575,3.4000000000000004,"(6, 8]",6–8,1,0,1,0
19,0,2,8.1,5.2,82,0,0.1,7,9,5,1,1.8,70,19,3.0,0.9,0.1,1,8,5.3,10.0,6.3,3.6363636363636362,0.475,-2.8,3.5,2.8,"(8, 10]",8–10,1,1,1,1
19,2,2,5.2,7.5,98,5,0.7,6,7,5,1,0.6,115,11,2.4,1.3,1.7,4,1,7.2,9.6,4.6000000000000005,1.259259259259259,0.676470588235294,2.0,9.583333333333334,0.5,"(4, 6]",4–6,1,1,1,1
17,0,2,2.3,4.3,56,4,0.2,10,8,6,1,1.0,72,10,2.1,2.1,2.6,4,3,6.1,7.8,1.2999999999999998,0.8611111111111112,1.0,3.8,6.545454545454546,3.7,"(2, 4]",2–4,1,1,1,1
17,1,4,7.0,5.7,52,4,2.0,10,1,7,1,1.2,30,19,1.8,2.4,1.3,0,3,9.1,10.0,5.8,1.2173913043478262,1.2142857142857144,2.0999999999999996,1.5,2.3,"(6, 8]",6–8,1,0,1,0
15,2,3,5.8,4.8,62,9,0.0,5,1,9,1,0.9,28,13,4.4,1.8,1.5,3,1,11.1,10.0,4.8999999999999995,2.16,0.5185185185185185,5.3,2.0,3.2,"(4, 6]",4–6,0,0,0,0
13,2,1,6.0,4.3,97,10,0.8,5,9,7,0,0.1,33,17,4.2,1.0,0.5,1,3,7.4,10.0,5.9,3.466666666666667,0.3846153846153846,1.4000000000000004,1.8333333333333333,3.7,"(4, 6]",4–6,0,1,0,1
14,1,0,3.0,6.1,74,4,1.2,2,9,7,1,0.0,63,17,0.7,3.2,1.9,2,6,5.4,8.5,3.0,0.5862068965517241,2.4705882352941178,2.4000000000000004,3.5,1.9000000000000004,"(2, 4]",2–4,0,1,0,1
16,1,2,6.5,6.3,99,9,1.1,1,2,6,0,1.2,110,17,2.2,0.8,0.5,1,2,2.9,10.0,5.3,2.1333333333333333,0.5625,-3.6,6.111111111111111,1.7000000000000002,"(6, 8]",6–8,0,0,0,0
13,2,0,5.2,5.8,97,4,0.8,9,8,5,1,1.6,149,7,3.0,2.2,0.2,2,4,7.6,10.0,3.6,3.3333333333333335,0.8,2.3999999999999995,18.625,2.2,"(4, 6]",4–6,1,1,1,1
16,0,4,3.2,6.5,89,8,1.1,10,10,2,1,0.6,61,20,1.9,0.8,1.4,4,4,6.4,7.9,2.6,1.2083333333333333,0.6206896551724138,3.2,2.9047619047619047,1.5,"(2, 4]",2–4,1,1,1,1
17,2,4,6.6,5.4,91,6,1.4,6,6,7,1,1.3,137,17,0.2,2.0,1.8,3,8,10.0,10.0,5.3,0.4285714285714286,2.5,3.4000000000000004,7.611111111111111,2.5999999999999996,"(6, 8]",6–8,1,1,1,1
19,2,4,5.4,7.6,51,0,0.8,1,9,1,1,1.5,21,5,1.9,3.6,0.7,0,7,6.3,8.5,3.9000000000000004,1.7058823529411764,1.586206896551724,0.8999999999999995,3.5,0.40000000000000036,"(4, 6]",4–6,0,1,0,1
14,1,3,4.2,8.1,85,9,2.3,5,2,9,1,0.9,85,17,2.7,3.0,0.8,0,3,5.3,10.0,3.3000000000000003,2.055555555555556,1.081081081081081,1.0999999999999996,4.722222222222222,-0.09999999999999964,"(4, 6]",4–6,0,0,0,0
18,1,4,7.2,6.7,62,7,1.1,7,6,3,1,1.0,32,15,3.2,0.2,1.9,2,3,3.9,10.0,6.2,1.4482758620689655,0.2857142857142857,-3.3000000000000003,2.0,1.2999999999999998,"(6, 8]",6–8,1,1,1,1
15,1,5,4.4,4.7,80,9,1.4,10,5,10,0,1.2,146,12,3.0,1.9,1.2,2,1,7.2,10.0,3.2,1.8181818181818181,0.725,2.8,11.23076923076923,3.3,"(4, 6]",4–6,1,0,1,0
19,1,4,7.9,5.7,89,4,0.8,1,2,6,1,1.6,97,10,1.9,1.7,1.1,4,10,4.9,10.0,6.300000000000001,1.380952380952381,0.9310344827586208,-3.0,8.818181818181818,2.3,"(6, 8]",6–8,0,0,0,0
15,2,3,4.7,4.7,51,7,0.0,4,7,9,0,1.2,140,10,2.4,0.0,0.5,0,1,3.4,9.6,3.5,2.2666666666666666,0.29411764705882354,-1.3000000000000003,12.727272727272727,3.3,"(4, 6]",4–6,0,1,0,1
14,2,1,4.1,8.3,85,1,0.2,3,9,7,1,0.6,39,6,2.6,1.5,0.4,2,1,5.9,6.0,3.4999999999999996,2.5714285714285716,0.6944444444444444,1.8000000000000007,5.571428571428571,-0.3000000000000007,"(4, 6]",4–6,0,1,0,1
16,1,4,6.6,4.9,60,8,0.0,2,1,8,1,1.3,86,6,3.5,2.5,0.9,4,6,5.0,10.0,5.3,2.368421052631579,0.7777777777777778,-1.5999999999999996,12.285714285714286,3.0999999999999996,"(6, 8]",6–8,0,0,0,0
16,0,4,5.9,9.1,72,0,1.2,2,4,6,1,1.0,108,18,3.1,0.0,1.4,0,2,4.4,10.0,4.9,1.7083333333333333,0.24390243902439027,-1.5,5.684210526315789,-1.0999999999999996,"(4, 6]",4–6,0,0,0,0
18,0,5,7.8,8.6,60,1,0.5,7,4,2,1,1.7,80,6,4.0,1.4,0.7,2,7,7.2,10.0,6.1,2.9411764705882355,0.48,-0.5999999999999996,11.428571428571429,-0.5999999999999996,"(6, 8]",6–8,1,0,1,0
18,1,3,2.5,7.0,96,2,1.2,4,10,8,1,0.5,134,10,2.6,1.6,1.0,4,2,5.8,7.9,2.0,1.8,0.7222222222222222,3.3,12.181818181818182,1.0,"(2, 4]",2–4,0,1,0,1
16,2,4,6.4,8.3,80,5,1.4,5,7,7,1,0.8,45,12,3.8,1.4,2.1,4,7,5.6,10.0,5.6000000000000005,1.5483870967741935,0.5,-0.8000000000000007,3.4615384615384617,-0.3000000000000007,"(6, 8]",6–8,0,1,0,1
16,2,5,4.2,7.5,75,1,2.6,4,4,10,0,1.4,72,16,0.6,1.4,1.2,2,1,4.4,7.1,2.8000000000000003,0.7272727272727273,1.4999999999999998,0.20000000000000018,4.235294117647059,0.5,"(4, 6]",4–6,0,0,0,0
14,2,2,4.0,6.5,67,9,1.8,6,1,1,1,1.2,133,11,2.4,0.0,0.8,4,1,5.5,8.0,2.8,1.8888888888888888,0.29411764705882354,1.5,11.083333333333334,1.5,"(2, 4]",2–4,1,0,1,0
19,2,3,6.4,5.0,90,7,0.8,8,4,1,0,0.8,121,16,1.8,1.0,1.9,3,5,7.5,10.0,5.6000000000000005,0.9655172413793103,0.7142857142857143,1.0999999999999996,7.117647058823529,3.0,"(6, 8]",6–8,1,0,1,0
16,2,2,6.3,6.7,77,9,0.0,9,6,7,1,0.6,131,17,2.3,2.4,1.1,0,2,3.7,10.0,5.7,1.5714285714285712,1.0303030303030303,-2.5999999999999996,7.277777777777778,1.2999999999999998,"(6, 8]",6–8,1,1,1,1
18,2,3,5.1,7.2,52,8,2.0,3,10,3,1,1.8,74,12,2.9,1.3,1.7,2,1,6.1,9.6,3.3,1.4444444444444444,0.5897435897435898,1.0,5.6923076923076925,0.7999999999999998,"(4, 6]",4–6,0,1,0,1
19,2,5,5.8,5.4,83,10,0.0,3,6,3,0,1.4,104,14,0.0,0.5,1.2,4,1,4.9,8.5,4.4,0.45454545454545453,1.5,-0.8999999999999995,6.933333333333334,2.5999999999999996,"(4, 6]",4–6,0,1,0,1
15,1,0,7.5,10.0,71,3,0.6,4,4,8,1,0.4,109,12,0.8,1.3,2.8,3,1,10.0,9.2,7.1,0.4736842105263158,1.2777777777777777,2.5,8.384615384615385,-2.0,"(6, 8]",6–8,0,0,0,0
16,1,2,5.1,6.9,83,1,1.5,3,1,8,1,1.7,110,10,3.4,1.5,0.7,2,2,6.0,10.0,3.3999999999999995,2.588235294117647,0.5681818181818181,0.9000000000000004,10.0,1.0999999999999996,"(4, 6]",4–6,0,0,0,0
15,0,5,4.3,6.7,78,3,1.7,6,1,9,1,1.1,43,15,3.7,0.4,1.2,1,3,7.0,8.9,3.1999999999999997,2.1363636363636362,0.2978723404255319,2.7,2.6875,1.2999999999999998,"(4, 6]",4–6,1,0,1,0
13,1,5,3.3,7.4,93,10,0.8,6,1,7,1,0.1,97,19,1.9,0.8,0.0,3,10,2.4,8.0,3.1999999999999997,2.9,0.6206896551724138,-0.8999999999999999,4.85,0.5999999999999996,"(2, 4]",2–4,1,0,1,0
19,0,2,2.9,7.0,75,5,0.4,2,1,5,1,1.3,34,20,0.7,2.1,0.5,0,6,5.7,6.9,1.5999999999999999,1.1333333333333333,1.823529411764706,2.8000000000000003,1.619047619047619,1.0,"(2, 4]",2–4,0,0,0,0
19,2,3,5.4,5.4,88,0,1.1,10,9,9,1,1.5,61,17,1.0,2.1,1.8,2,5,4.9,10.0,3.9000000000000004,0.7142857142857143,1.55,-0.5,3.388888888888889,2.5999999999999996,"(4, 6]",4–6,1,1,1,1
17,1,1,1.4,4.9,94,10,0.2,7,10,3,1,1.0,61,11,4.0,0.1,1.6,4,5,3.2,6.5,0.3999999999999999,1.923076923076923,0.22000000000000003,1.8000000000000003,5.083333333333333,3.0999999999999996,"(0, 2]",0–2,1,1,1,1
13,0,3,8.5,5.0,53,4,0.0,9,1,9,0,1.2,127,16,2.8,2.0,0.0,1,5,5.7,10.0,7.3,3.8,0.7894736842105263,-2.8,7.470588235294118,3.0,"(8, 10]",8–10,1,0,1,0
19,1,0,3.0,4.8,98,3,1.4,4,10,9,0,0.0,20,5,2.6,0.4,0.4,2,10,9.3,5.0,3.0,2.5714285714285716,0.38888888888888884,6.300000000000001,3.3333333333333335,3.2,"(2, 4]",2–4,0,1,0,1
14,1,4,4.8,6.5,51,1,0.7,9,2,3,0,1.4,146,16,2.0,3.0,1.5,3,7,6.6,10.0,3.4,1.2,1.3333333333333333,1.7999999999999998,8.588235294117647,1.5,"(4, 6]",4–6,1,0,1,0
19,1,0,3.3,6.8,90,4,1.0,6,5,2,0,1.1,36,9,0.9,0.8,0.4,0,7,8.0,4.1,2.1999999999999997,1.3571428571428572,0.9473684210526316,4.7,3.6,1.2000000000000002,"(2, 4]",2–4,1,0,1,0
15,1,4,4.8,4.9,91,0,3.0,4,10,10,0,1.3,71,8,3.9,2.9,0.8,4,6,9.9,10.0,3.5,2.7222222222222223,0.7959183673469387,5.1000000000000005,7.888888888888889,3.0999999999999996,"(4, 6]",4–6,0,1,0,1
16,0,0,2.1,7.8,66,7,0.0,5,4,3,0,0.3,48,14,0.7,2.4,1.6,4,2,8.2,5.1,1.8,0.6538461538461539,2.0,6.1,3.2,0.20000000000000018,"(2, 4]",2–4,0,0,0,0
